Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check
"Carey, Ellen",CareyEllen,Work and Industry,6,,,,wi,wi
"Cassini, Oleg",CassiniOleg,Cultural and Community Life,6,images/536.jpg,Fashion designer,"Oleg Cassini was an American fashion designer born to an aristocratic Russian family with maternal Italian ancestry. He came to the United States as a young man after starting as a designer in Rome, and quickly got work with Paramount Pictures. ",img,ccl
"Catlin, George",CatlinGeorge,Cultural and Community Life,6,,Political scientist,"Sir George Edward Gordon Catlin was an English political scientist and philosopher. A strong proponent of Anglo-American co-operation, he worked for many years as a professor at Cornell University and other universities and colleges in the United States and Canada. ",ccl,ccl
"Chinnock, George H.",ChinnockGeorgeH,Cultural and Community Life,6,,,,ccl,ccl
"Coggeshall, Lucinda White",CoggeshallLucindaWhite,Cultural and Community Life,6,,,,ccl,ccl
"Collier, Bonnie B.",CollierBonnieB,Work and Industry,6,,,,wi,wi
"Delaroche, Paul",DelarochePaul,Work and Industry,6,images/538.jpg,French painter,Paul Delaroche was a French painter who achieved his greater successes painting historical scenes. He became famous in Europe for his melodramatic depictions that often portrayed subjects from English and French history. ,img,wi
"Dwight, Ed",DwightEd,Cultural and Community Life,6,images/539.jpg,Singer-songwriter,"Sir Elton Hercules John CH CBE is an English singer, songwriter, pianist, and composer. Collaborating with lyricist Bernie Taupin since 1967 on more than 30 albums, John has sold more than 300 million records, making him one of the best-selling music artists of all time. ",img,ccl
"Eisenhower, Mamie",EisenhowerMamie,Political and Military History,6,images/540.jpg,Former First Lady of the United States,"Mamie Geneva Eisenhower was the wife of President Dwight D. Eisenhower and thereby First Lady of the United States from 1953 to 1961.
Mamie married Dwight Eisenhower at age 19 in 1916. The young couple moved frequently between military quarters in many postings, from Panama to the Philippines. ",img,pmh
"Elkinton, Rebecca Sharpless",ElkintonRebeccaSharpless,Cultural and Community Life,6,,,,ccl,ccl
"Fitzgerald, Jr., J. O.",FitzgeraldJrJO,Work and Industry,6,images/541.jpg,35th U.S. President,"John Fitzgerald Kennedy, often referred to by his initials JFK and Jack, was an American politician who served as the 35th president of the United States from January 1961 until his assassination in November 1963. ",img,wi
"Flameng, LÃ©opold",FlamengLÃ©opold,Work and Industry,6,,,,wi,wi
"Ford, Betty",FordBetty,Political and Military History,6,images/542.jpg,Former First Lady of the United States,"Elizabeth Anne Ford was the First Lady of the United States from 1974 to 1977, as the wife of President Gerald Ford. As First Lady, she was active in social policy and set a precedent as a politically active presidential spouse. ",img,pmh
"Franklin, Benjamin",FranklinBenjamin,Work and Industry,6,,Fictional character,Franklin Benjamin Richards is a fictional character appearing in American comic books published by Marvel Comics. The character is usually depicted as a supporting character in Fantastic Four. ,wi,wi
"French, J. A.",FrenchJA,Work and Industry,6,images/544.jpg,Spoken language,"French is a Romance language of the Indo-European family. It descended from the Vulgar Latin of the Roman Empire, as did all Romance languages. French evolved from Gallo-Romance, the Latin spoken in Gaul, and more specifically in Northern Gaul. ",img,wi
"Friedlander, Lee",FriedlanderLee,Work and Industry,6,,American photographer,"Lee Friedlander is an American photographer and artist. In the 1960s and 1970s, Friedlander evolved an influential and often imitated visual language of urban ""social landscape,"" with many of his photographs including fragments of store-front reflections, structures framed by fences, posters and street signs.",wi,wi
"Galanos, James",GalanosJames,Cultural and Community Life,6,images/546.jpg,American fashion designer,James Galanos was an American fashion designer and couturier.,img,ccl
"Goines, David Lance",GoinesDavidLance,Work and Industry,6,,American artist,"David Lance Goines is an American artist, calligrapher, typographer, printing entrepreneur, and author. He was born in Grants Pass, Oregon, the oldest of eight children. His father was a civil engineer and his mother a calligrapher and artist.
",wi,wi
"Gould, Toni S.",GouldToniS,Medicine and Science,6,,,,ms,ms
"Guttman, Dr. Joseph",GuttmanDrJoseph,Work and Industry,6,,,,wi,wi
"HÃ¶rth, Franz",HÃ¶rthFranz,Cultural and Community Life,6,,,,ccl,ccl
"Hakuta, Ken",HakutaKen,Cultural and Community Life,6,,American inventor,"Ken Hakuta, known as Dr. Fad since 1983, is a Japanese-American inventor and television personality. Hakuta, as Dr. Fad, was the host of the popular kids invention TV show The Dr. Fad Show, which ran from 1988 to 1994. ",ccl,ccl
"Hamlin, Hannibal",HamlinHannibal,Political and Military History,6,images/549.jpg,American novelist,"Hannibal Hamlin Garland was an American novelist, poet, essayist, short story writer, Georgist, and psychical researcher. He is best known for his fiction involving hard-working Midwestern farmers.",img,pmh
"Harris, Carlyle",HarrisCarlyle,Political and Military History,6,images/550.jpg,,"Carlyle Harris was a medical student who was convicted and sentenced to death for the murder of his wife.
A student at New York College of Physicians and Surgeons, Harris murdered his wife, Mary Helen Potts, whom he had married on February 8, 1890, with an overdose of morphine in the form of sleeping pills. ",img,pmh
"Havell, Jr., Robert",HavellJrRobert,Work and Industry,6,,,,wi,wi
"Haynes, William S.",HaynesWilliamS,Cultural and Community Life,6,,Silversmith,"William S. Haynes was the founder of the William S. Haynes Flute Company of Boston. The company was founded in 1888 and is one of the world's leading makers of concert flutes.
Haynes was a master silversmith. He was the son of a sea captain and a school teacher. ",ccl,ccl
"Hope, Bob",HopeBob,Cultural and Community Life,6,images/553.jpg,American-British comedian,"Leslie Townes ""Bob"" Hope KBE KC*SG, KSS was a British-American stand-up comedian, vaudevillian, actor, singer, dancer, and author. ",img,ccl
"Houbraken, Jacob",HoubrakenJacob,Work and Industry,6,,,,wi,wi
"Howard, Joanna Louise Turpin",HowardJoannaLouiseTurpin,Cultural and Community Life,6,,,,ccl,ccl
"Hullmandel, Charles Joseph",HullmandelCharlesJoseph,Work and Industry,6,,,,wi,wi
"Humbert, Augustus",HumbertAugustus,Work and Industry,6,,,,wi,wi
"Ittenbach, Franz",IttenbachFranz,Work and Industry,6,images/554.jpg,German painter,"Franz Ittenbach was a German religious painter from KÃ¶nigswinter, at the foot of the Drachenfels.
Ittenbach began his art education as a student of Kaufmann, then left to study under Franz Katz in Cologne. ",img,wi
"Jenks, William",JenksWilliam,Political and Military History,6,,,,pmh,pmh
"Johnson, Adelaide",JohnsonAdelaide,Political and Military History,6,images/555.jpg,American sculptor,"Adelaide Johnson was an American sculptor whose work is displayed in the U.S. Capitol and a feminist who was devoted to the cause of equality of women. She was known as the ""sculptor of the women's movement"".",img,pmh
"Johnson, Crockett",JohnsonCrockett,Cultural and Community Life,6,,,,ccl,ccl
"Johnson, President Lyndon B.",JohnsonPresidentLyndonB,Political and Military History,6,,,,pmh,pmh
"Kaeser, P.",KaeserP,Work and Industry,6,,,,wi,wi
"Kasparian, Alice Odian",KasparianAliceOdian,Cultural and Community Life,6,,,,ccl,ccl
"Keck, Charles",KeckCharles,Work and Industry,6,images/558.jpg,,"Charles Keck was an American sculptor from New York City, New York.",img,wi
"Kellogg, E.B. and E.C.",KelloggEBandEC,Cultural and Community Life,6,,,,ccl,ccl
"Key, Ted",KeyTed,Work and Industry,6,,Bassist,"Ted Key was the original bassist in The Housemartins. He was replaced in 1985 by Norman Cook.
Key originally played with a local band called The Gargoyles and continues to be involved in the Hull music scene and is the front man of Ted Key and the Kingstons.
",wi,wi
"King, Pee Wee",KingPeeWee,Cultural and Community Life,6,,,,ccl,ccl
"Koppel, Charles",KoppelCharles,Work and Industry,6,,,,wi,wi
"Lawrence, George R.",LawrenceGeorgeR,Work and Industry,6,,,,wi,wi
"Levitas, Willard G.",LevitasWillardG,Political and Military History,6,,,,pmh,pmh
"Lliteras, Robert",LliterasRobert,Political and Military History,6,,,,pmh,pmh
"Lodge, Henry Cabot",LodgeHenryCabot,Cultural and Community Life,6,images/210.jpg,Former United States Senator,"Henry Cabot Lodge was an American Republican politician, historian, and statesman from Massachusetts. He served in the United States Senate from 1893 to 1924 and is best known for his positions on foreign policy. ",img,ccl
"Lunceford, Jimmie",LuncefordJimmie,Cultural and Community Life,6,images/562.jpg,American saxophonist,James Melvin Lunceford was an American jazz alto saxophonist and bandleader in the swing era.,img,ccl
"Lutz, Edouard",LutzEdouard,Medicine and Science,6,,,,ms,ms
"Lynch, John",LynchJohn,Political and Military History,6,,,,pmh,pmh
"MacDonald, Pirie",MacDonaldPirie,Work and Industry,6,images/563.jpg,American photographer,"Ian Pirie MacDonald was an American portrait photographer, New York City civic leader, and peace advocate. He photographed over 70,000 men in the span of his career, including international heads of state, religious leaders, and artists.",img,wi
"Marigny, Marquis de",MarignyMarquisde,Cultural and Community Life,6,images/564.jpg,,"Abel-FranÃ§ois Poisson de VandiÃ¨res, marquis de Marigny and marquis de Menars, often referred to simply as marquis de Marigny, was a French nobleman who served as the director general of the King's Buildings. ",img,ccl
"Mather, Margrethe",MatherMargrethe,Work and Industry,6,images/565.jpg,American photographer,"Margrethe Mather was an American photographer. She was one of the best known female photographers of the early 20th century. Initially she influenced and was influenced by Edward Weston while working in the pictorial style, but she independently developed a strong eye for patterns and design that transformed some of her photographs into modernist abstract art. ",img,wi
"Mayer, Merkel & Ottmann",MayerMerkel&Ottmann,Political and Military History,6,,,,pmh,pmh
"Mayer, Thomas",MayerThomas,Cultural and Community Life,6,,Journalist,,ccl,ccl
"McKinley, Ida Saxton",McKinleyIdaSaxton,Political and Military History,6,images/567.jpg,Former First Lady of the United States,Ida McKinley was the First Lady of the United States from 1897 until 1901.,img,pmh
"Michel, Jean Baptiste",MichelJeanBaptiste,Work and Industry,6,images/568.jpg,French-Italian composer,"Jean-Baptiste Lully was an Italian-born French composer, instrumentalist, and dancer who spent most of his life working in the court of Louis XIV of France. He is considered a master of the French Baroque style. Lully disavowed any Italian influence in French music of the period. He became a French subject in 1661.",img,wi
"Miller, Linda B.",MillerLindaB,Political and Military History,6,,,,pmh,pmh
"Moss, Elisabeth",MossElisabeth,Cultural and Community Life,6,images/569.jpg,Actor,"Elisabeth Singleton Moss is an American actor and producer. She has received numerous accolades, including two Primetime Emmy Awards and two Golden Globe Awards. Her extensive television work led Vulture to name her the ""Queen of Peak TV"".
",img,ccl
"Mouilleron, Adolphe",MouilleronAdolphe,Work and Industry,6,,Painter,,wi,wi
"Nahmias, Rick",NahmiasRick,Work and Industry,6,,,,wi,wi
"North, Oliver",NorthOliver,Political and Military History,6,images/571.jpg,American commentator,"Oliver Laurence North is an American political commentator, television host, military historian, author, and retired United States Marine Corps lieutenant colonel.
",img,pmh
"Pagan, Leonardo",PaganLeonardo,Cultural and Community Life,6,,,,ccl,ccl
"Palmer, Frances F.",PalmerFrancesF,Cultural and Community Life,6,,American television actress,"Gretchen Palmer is an American television and film actress. She has had recurring roles in television series such as The Joe Schmo Show and The Parkers, and has appeared in films including Fast Forward, Crossroads, Red Heat, When Harry Met Sally... and Trois.
",ccl,ccl
"Parker, Fess",ParkerFess,Cultural and Community Life,6,images/574.jpg,American film actor,"Fess Elisha Parker Jr., was an American film and television actor best known for his portrayals of Davy Crockett in the Walt Disney 1954â€“1955 TV miniseries, which aired on ABC, and as Daniel Boone in an NBC television series from 1964 to 1970. ",img,ccl
"Parks, Rosa",ParksRosa,Political and Military History,6,images/575.jpg,American activist,Rosa Louise McCauley Parks was an American activist in the civil rights movement best known for her pivotal role in the Montgomery bus boycott. ,img,pmh
"Penn, Irving",PennIrving,Work and Industry,6,images/576.jpg,American photographer,"Irving Penn was an American photographer known for his fashion photography, portraits, and still lifes. Penn's career included work at Vogue magazine, and independent advertising work for clients including Issey Miyake and Clinique. ",img,wi
"Perkins, Helen K.",PerkinsHelenK,Cultural and Community Life,6,images/577.jpg,American author,"Helen Adams Keller was an American author, political activist, and lecturer. She was the first deaf-blind person to earn a Bachelor of Arts degree. ",img,ccl
"Pierce, Franklin",PierceFranklin,Political and Military History,6,images/578.jpg,14th U.S. President,"Franklin Pierce was the 14th president of the United States, a northern Democrat who saw the abolitionist movement as a fundamental threat to the unity of the nation. ",img,pmh
"Pike, Jr., Benjamin",PikeJrBenjamin,Medicine and Science,6,,Albert Pike's brother,,ms,ms
"Pollack, Stanley M.",PollackStanleyM,Political and Military History,6,images/580.jpg,American actor,"Thomas Cruise Mapother IV is an American actor and producer. He has received various accolades for his work, including three Golden Globe Awards and three nominations for Academy Awards. ",img,pmh
"Prima, Louis",PrimaLouis,Cultural and Community Life,6,images/581.jpg,American singer-songwriter,"Madonna Louise Ciccone is an American singer, songwriter, and actress. Referred to as the ""Queen of Pop"", she is regarded as one of the most impactful figures in popular culture. ",img,ccl
"Ritter, Tex",RitterTex,Cultural and Community Life,6,,,,ccl,ccl
"Rogers, Virginia L.",RogersVirginiaL,Cultural and Community Life,6,images/582.jpg,US State,"Virginia, officially the Commonwealth of Virginia, is a state in the Southeastern and Mid-Atlantic regions of the United States between the Atlantic Coast and the Appalachian Mountains. ",img,ccl
"Rogers, Will",RogersWill,Cultural and Community Life,6,,,,ccl,ccl
"Rogone, M. Sharon",RogoneMSharon,Medicine and Science,6,,,,ms,ms
"Roosevelt, Franklin D",RooseveltFranklinD,Work and Industry,6,images/584.jpg,32nd U.S. President,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",img,wi
"Salmon, A.",SalmonA,Work and Industry,6,,,,wi,wi
"Schimmel, Wilhelm",SchimmelWilhelm,Cultural and Community Life,6,images/586.jpg,Instrument company,"Schimmel is a German piano maker with factories in Braunschweig, Germany and Kalisz, Poland. Their product line has been described as ""the most highly awarded German piano"".
The company was founded 1885 by Wilhelm Schimmel in Leipzig, Germany. ",img,ccl
"Schlieke, Bernhard",SchliekeBernhard,Work and Industry,6,,,,wi,wi
"Scott, Winfield",ScottWinfield,Political and Military History,6,images/587.jpg,American guitarist,"Winfield Scott ""Scotty"" Moore III was an American guitarist and recording engineer who formed The Blue Moon Boys in 1954, Elvis Presley's backing band. He was studio and touring guitarist for Presley between 1954 and 1968.
",img,pmh
"Shapiro, Bernstein and Von Tilzer",ShapiroBernsteinandVonTilzer,Cultural and Community Life,6,,,,ccl,ccl
"Sheridan, Philip H.",SheridanPhilipH,Political and Military History,6,images/589.jpg,,"The Philip H. Sheridan Reserve Center is the former Fort Sheridan now in Lake Forest, Highwood, and Highland Park in Lake County, Illinois, United States. ",img,pmh
"Sherwin, C. Allen",SherwinCAllen,Work and Industry,6,,,,wi,wi
"Slover, Alvin",SloverAlvin,Cultural and Community Life,6,,,,ccl,ccl
"Slover, Becky",SloverBecky,Cultural and Community Life,6,,,,ccl,ccl
"Souza, Pete",SouzaPete,Work and Industry,6,images/590.jpg,American photojournalist,"Peter Joseph Souza is an American photojournalist, the former Chief Official White House Photographer for U.S. President Barack Obama and the former director of the White House Photography Office. ",img,wi
"Spock, Benjamin",SpockBenjamin,Political and Military History,6,images/591.jpg,Fictional character,"Spock is a fictional character in the Star Trek media franchise. Spock, who was originally played by Leonard Nimoy, first appeared in the original Star Trek series serving aboard the starship Enterprise as science officer and first officer, and later as commanding officer of two iterations of the vessel. ",img,pmh
"Starr, Elisha",StarrElisha,Cultural and Community Life,6,,,,ccl,ccl
"Stewart, James",StewartJames,Cultural and Community Life,6,,Canadian postman,"Stewart James was a Canadian postman who became one of magic's most prolific inventors. He spent most of his life in Courtright, Ontario.",ccl,ccl
"Stumpf, Sharon Lynn",StumpfSharonLynn,Cultural and Community Life,6,,,,ccl,ccl
"Ten Eyck, Margaret",TenEyckMargaret,Cultural and Community Life,6,,,,ccl,ccl
"Thomas, Charles Xavier",ThomasCharlesXavier,Medicine and Science,6,images/593.jpg,French inventor,"Charles Xavier Thomas de Colmar was a French inventor and entrepreneur best known for designing, patenting and manufacturing the first commercially successful mechanical calculator, the Arithmometer, and for founding the insurance companies Le Soleil and L'aigle which, under his leadership, became the number one insurance group in France at the beginning of the Second Empire.",img,ms
"Tunney, Gene",TunneyGene,Cultural and Community Life,6,images/594.jpg,American professional boxer,"James Joseph ""Gene"" Tunney was an American professional boxer who competed from 1915 to 1928. He held the world heavyweight title from 1926 to 1928, and the American light heavyweight title twice between 1922 and 1923. ",img,ccl
"Turner, Terry T.",TurnerTerryT,Political and Military History,6,,,,pmh,pmh
"Vernet, Horace",VernetHorace,Work and Industry,6,images/595.jpg,French painter,"Ã‰mile Jean-Horace Vernet, more commonly known as simply Horace Vernet, was a French painter of battles, portraits, and Orientalist subjects.",img,wi
"Vertue, George",VertueGeorge,Work and Industry,6,,,,wi,wi
"Watkins, Lura Woodside",WatkinsLuraWoodside,Cultural and Community Life,6,,,,ccl,ccl
"Webb, Charles H.",WebbCharlesH,Medicine and Science,6,,,,ms,ms
"Wegman, William",WegmanWilliam,Work and Industry,6,images/596.jpg,American artist,"William Wegman is an American artist best known for creating series of compositions involving dogs, primarily his own Weimaraners in various costumes and poses.",img,wi
"William IV King of Great Britain, Ireland and Hanover",WilliamIVKingofGreatBritainIrelandandHanover,Work and Industry,6,,,,wi,wi
"Williams, Wendy",WilliamsWendy,Cultural and Community Life,6,images/598.jpg,American television host,"Wendy Joan Williams is an American television host, businesswoman, media personality and author. Since 2008, she has hosted the nationally syndicated television talk show The Wendy Williams Show.
",img,ccl
"Wilson, Edith",WilsonEdith,Political and Military History,6,images/599.jpg,Former First Lady of the United States,"Edith Wilson, second wife of President Woodrow Wilson, was First Lady of the United States from 1915 to 1921. She married the widower Wilson in December 1915, during his first term as president. ",img,pmh
"Woodside, John Archibald",WoodsideJohnArchibald,Cultural and Community Life,6,,,,ccl,ccl
"Young, William J.",YoungWilliamJ,Medicine and Science,6,images/600.jpg,American comedian,"William Henry Cosby Jr. is an American stand-up comedian, actor, author, and convicted sex offender. Cosby began his career as a stand-up comic at the hungry i in San Francisco during the 1960s. ",img,ms
"Adams, John Quincy",AdamsJohnQuincy,Political and Military History,5,images/601.jpg,6th U.S. President,"John Quincy Adams was an American statesman, diplomat, lawyer, and diarist who served as the sixth president of the United States, from 1825 to 1829. He previously served as the eighth United States Secretary of State from 1817 to 1825. ",img,pmh
"Alda, Alan",AldaAlan,Cultural and Community Life,5,images/602.jpg,American actor,"Alan Alda is an American actor, director, screenwriter, comedian, and author. A six-time Emmy Award and Golden Globe Award winner, he played Hawkeye Pierce in the war television series M*A*S*H. ",img,ccl
"Armstrong, W. G.",ArmstrongWG,Work and Industry,5,,,,wi,wi
"Autry, Gene",AutryGene,Cultural and Community Life,5,images/604.jpg,American singer,"Orvon Grover ""Gene"" Autry, nicknamed The Singing Cowboy, was an American singer, songwriter, actor, musician, and rodeo performer who gained fame largely by singing in a crooning style on radio, in films, and on television for more than three decades beginning in the early 1930s. ",img,ccl
"Ayala, Castor",AyalaCastor,Cultural and Community Life,5,,,,ccl,ccl
"Basie, Count",BasieCount,Cultural and Community Life,5,images/605.jpg,American jazz pianist,"William James ""Count"" Basie was an American jazz pianist, organist, bandleader, and composer. In 1935, Basie formed his own jazz orchestra, the Count Basie Orchestra, and in 1936 took them to Chicago for a long engagement and their first recording. ",img,ccl
"Berg, Charles I.",BergCharlesI,Work and Industry,5,images/606.jpg,Canadian actor,"Keanu Charles Reeves is a Canadian actor. Born in Beirut, he grew up in Toronto. He began acting in theatre productions and in television films before making his feature film debut in Youngblood. ",img,wi
"Blakemore, Frances",BlakemoreFrances,Political and Military History,5,,,,pmh,pmh
"Bradford, Ellen Jane Knight",BradfordEllenJaneKnight,Cultural and Community Life,5,,,,ccl,ccl
"Braun, Adolphe",BraunAdolphe,Work and Industry,5,,,,wi,wi
"Brown, Jerry",BrownJerry,Political and Military History,5,images/608.jpg,Former Governor of California,Edmund Gerald Brown Jr. is an American politician who served as the 34th and 39th governor of California from 1975 to 1983 and from 2011 to 2019. ,img,pmh
"Buttre, John Chester",ButtreJohnChester,Work and Industry,5,,American engraver,"John Chester Buttre, was an American steel-plate engraver and lithographer, responsible for some 3,000 engraved portraits of American political, naval and military personalities. ",wi,wi
"Cahier, Jean-Charles",CahierJean-Charles,Cultural and Community Life,5,,,,ccl,ccl
"Cardin, Pierre",CardinPierre,Cultural and Community Life,5,images/610.jpg,French-Italian fashion designer,"Pierre Cardin is an Italian-born naturalised-French fashion designer. He is known for his avant-garde style and his Space Age designs. He prefers geometric shapes and motifs, often ignoring the female form. He advanced into unisex fashions, sometimes experimental, and not always practical. He founded his fashion house in 1950 and introduced the ""bubble dress"" in 1954.
He was designated UNESCO Goodwill Ambassador in 1991 and FAO Goodwill Ambassador on 16 October 2009.",img,ccl
"Carruth, Mildred Eugenia Teter",CarruthMildredEugeniaTeter,Cultural and Community Life,5,,,,ccl,ccl
"Caswell, Laura Thornhill",CaswellLauraThornhill,Cultural and Community Life,5,,,,ccl,ccl
"Chaplin, Charlie",ChaplinCharlie,Work and Industry,5,images/611.jpg,Comic,"Sir Charles Spencer Chaplin KBE was an English comic actor, filmmaker, and composer who rose to fame in the era of silent film. ",img,wi
"Chavez-Thompson, Linda",Chavez-ThompsonLinda,Political and Military History,5,images/612.jpg,Political leader,"Linda Chavez-Thompson is a second-generation Mexican American and union leader. She was elected the executive vice-president of the AFL-CIO in 1995 and served until September 21, 2007. ",img,pmh
"Cherkasky, Lisa",CherkaskyLisa,Cultural and Community Life,5,,,,ccl,ccl
"Child, Paul",ChildPaul,Cultural and Community Life,5,images/613.jpg,American actor,"Paul William Walker IV was an American actor. He is best known for his role as Brian O'Conner in the Fast &amp; Furious franchise.
Walker began his career as a child actor during the 1970s and 1980s, and gained recognition in the early 1990s after appearing in the television soap opera The Young and the Restless. ",img,ccl
"Clark, Dick",ClarkDick,Cultural and Community Life,5,images/614.jpg,American radio personality,"Richard Wagstaff Clark was an American radio and television personality, television producer and film actor, as well as a cultural icon who remains best known for hosting American Bandstand from 1956 to 1989. ",img,ccl
"Cnossen, Dan",CnossenDan,Cultural and Community Life,5,,American biathlete,"Daniel Cnossen is an American biathlete and cross-country skier who won gold in Biathlon at the 2018 Winter Paralympics â€“ Men's 7.5 kilometres in the sitting division. He is a native of Topeka, Kansas and a double amputee. ",ccl,ccl
"Cole, Kenneth",ColeKenneth,Cultural and Community Life,5,images/616.jpg,American actor,"Cole Kenneth Hauser is an American actor. He is best known for his roles in the films School Ties, Dazed and Confused, Good Will Hunting, Pitch Black, Tigerland, Hart's War, Tears of the Sun, 2 Fast 2 Furious, The Cave, The Break-Up, A Good Day to Die Hard, Olympus Has Fallen, and Transcendence. ",img,ccl
"Connally, John",ConnallyJohn,Political and Military History,5,images/617.jpg,Former Governor of Texas,"John Bowden Connally Jr. was an American politician. He served as the 39th Governor of Texas and as the 61st United States Secretary of the Treasury. He began his career as a Democrat and later became a Republican in 1973.
",img,pmh
"Copernicus, Nicholas",CopernicusNicholas,Cultural and Community Life,5,,,,ccl,ccl
"Cross, W. R.",CrossWR,Political and Military History,5,,,,pmh,pmh
"Dali, Salvador",DaliSalvador,Work and Industry,5,images/618.jpg,Spanish artist,"Salvador Domingo Felipe Jacinto DalÃ­ i DomÃ¨nech, 1st Marquess of DalÃ­ de PÃºbol was a Spanish Surrealist artist renowned for his technical skill, precise draftsmanship and the striking and bizarre images in his work.
",img,wi
"Darling, Brown & Sharpe",DarlingBrown&Sharpe,Medicine and Science,5,,,,ms,ms
"Davis, Jefferson",DavisJefferson,Political and Military History,5,images/620.jpg,Former President of the Confederate States,"Jefferson Finis Davis was an American politician who served as the president of the Confederate States from 1861 to 1865. As a member of the Democratic Party, he represented Mississippi in the United States Senate and the House of Representatives before the American Civil War. ",img,pmh
"Dewey, George",DeweyGeorge,Political and Military History,5,images/621.jpg,Admiral,"George Dewey was Admiral of the Navy, the only person in United States history to have attained the rank. He is best known for his victory at the Battle of Manila Bay during the Spanishâ€“American War, with the loss of only a single crewman on the American side.
",img,pmh
"Di Bona, Vin",DiBonaVin,Cultural and Community Life,5,images/622.jpg,American television producer,"Vincent John ""Vin"" Di Bona is an American television producer of the television shows MacGyver, Entertainment Tonight, and America's Funniest Home Videos. He runs an eponymous production company called Vin Di Bona Productions. ",img,ccl
"Dienard, S. N.",DienardSN,Cultural and Community Life,5,,,,ccl,ccl
"Dirksen, Everett",DirksenEverett,Political and Military History,5,images/623.jpg,Former member of the United States Senate,"Everett McKinley Dirksen was an American politician. A member of the Republican Party, he represented Illinois in the United States House of Representatives and the United States Senate. ",img,pmh
"Doughty, Melanie van der Heyden Doughty",DoughtyMelanievanderHeydenDoughty,Cultural and Community Life,5,,,,ccl,ccl
"Edelmann, Max Thomas",EdelmannMaxThomas,Medicine and Science,5,,Engineer,,ms,ms
"Edgerton, Harold",EdgertonHarold,Work and Industry,5,,Professor,"Harold Eugene ""Doc"" Edgerton, also known as Papa Flash was a professor of electrical engineering at the Massachusetts Institute of Technology. ",wi,wi
"Edwards, Samuel",EdwardsSamuel,Cultural and Community Life,5,,,,ccl,ccl
"Egan, Robert W.",EganRobertW,Political and Military History,5,,,,pmh,pmh
"Ellsworth, Elmer E.",EllsworthElmerE,Political and Military History,5,images/627.jpg,Officer,Elmer Ephraim Ellsworth was a United States Army officer and law clerk who was the first conspicuous casualty and the first Union officer to die in the American Civil War. ,img,pmh
"Fairey, Shepard",FaireyShepard,Work and Industry,5,images/628.jpg,American artist,"Frank Shepard Fairey is an American contemporary street artist, graphic designer, activist, illustrator, and founder of OBEY Clothing who emerged from the skateboarding scene. ",img,wi
"Falk, Sam",FalkSam,Work and Industry,5,images/629.jpg,Musical group,"The Rat Pack was an informal group of entertainers, the second iteration of which ultimately made movies and appeared together in Las Vegas casino venues. ",img,wi
"Farrell, Jeremiah P.",FarrellJeremiahP,Medicine and Science,5,images/630.jpg,American actor,"Patrick John Flueger is an American actor, known for a lead role as Shawn Farrell in the television series The 4400. He currently appears as a regular in Chicago P.D., playing the role of Adam Ruzek.",img,ms
"Feist, Leo",FeistLeo,Political and Military History,5,,,"Leopold Feist, in 1897 founded and ran a music publishing firm bearing his name that â€” in the 1920s, at the height of the golden age of popular music â€” was among the seven largest publishers of popular music in the world. Leo Feist, Inc., ran until 1934.",pmh,pmh
"Feliciano, Jose",FelicianoJose,Cultural and Community Life,5,images/632.jpg,Puerto Rican singer,"Cheo Feliciano was a Puerto Rican singer and composer of salsa and bolero music. Feliciano was the owner of a recording company called ""Coche Records"". ",img,ccl
"Francis, Joseph",FrancisJoseph,Work and Industry,5,images/633.jpg,Emperor of Austria,"Franz Joseph I or Francis Joseph I was Emperor of Austria, King of Hungary, Croatia, and Bohemia, and monarch of other states of the Austro-Hungarian Empire, from 2 December 1848 until his death. ",img,wi
"Franklin, Benjamin",FranklinBenjamin,Political and Military History,5,,Fictional character,Franklin Benjamin Richards is a fictional character appearing in American comic books published by Marvel Comics. The character is usually depicted as a supporting character in Fantastic Four. ,pmh,pmh
"Galle II, Cornelius",GalleIICornelius,Work and Industry,5,,,"Cornelius Galle or Cornelis Galle is the name of three engravers, father, son and grandson:
Cornelis Galle the Elder or Cornelis Galle I, 1576â€“1650
Cornelis Galle the Younger or Cornelis Galle II, 1615â€“1678
Cornelis Galle III, born 1642",wi,wi
"Galle, Cristallerie d' Emile",GalleCristalleried'Emile,Cultural and Community Life,5,,,,ccl,ccl
"Gansevoort, Peter",GansevoortPeter,Political and Military History,5,,American Politician,Peter Gansevoort Ten Eyck was an American politician who served as a U.S. Representative from New York from 1913 to 1915 and again from 1921 to 1923. He was a member of the Democratic Party.,pmh,pmh
"Garcia, Michael",GarciaMichael,Work and Industry,5,,,,wi,wi
"Garfield, Lucretia Rudolph",GarfieldLucretiaRudolph,Political and Military History,5,images/637.jpg,Former First Lady of the United States,"Lucretia Garfield was the First Lady of the United States from March to September 1881, as the wife of James A. Garfield, the 20th President of the United States.
Born in Garrettsville, Ohio, Garfield first met her husband in 1849 at Geauga Seminary. After a long courtship, they married in 1858. They would eventually have seven children together, five of whom lived to adulthood. ",img,pmh
"Gay, Catherine",GayCatherine,Cultural and Community Life,5,,,,ccl,ccl
"Gettings, Mary C. Morrison",GettingsMaryCMorrison,Work and Industry,5,,,,wi,wi
